created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,"Sentiment (1 serious, 0 joking, -1 unsure)",tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
Fri Apr 17 11:05:44 +0000 2020,,,,0,1251104555053445121,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vision 2020
India 2020
Expo 2020 
Olympics 2020 
and so many other things I've been hearing for decades...
I think 2020 just couldn't handle the pressure as a ""landmark year"" and said 
""Bhakk, yeh lo Corona aur chupp ho jao...""",1,https://twitter.com/chaksius/status/1251104555053445121,Thu Nov 26 18:56:53 +0000 2009,chaksius,FALSE,Comic book writer |  Brand & Marketing expert | Columnist | Graphic Design enthusiast,128,19,45,0,"New Delhi, India",Aniruddho C,chaksius,54,,http://www.chariotcomics.com,FALSE
Wed Apr 08 16:46:02 +0000 2020,tablighideadlineup,,,3,1247928700810616833,,,,en,,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","49% of corona cases in Maharashtra are related to markaz Tablighi samaj and they are still hiding .They are clearly putting indian citizen helps to waste.
#tablighideadlineup",1,https://twitter.com/ThatGuyRoNa/status/1247928700810616833,Fri Feb 03 07:27:54 +0000 2017,ThatGuyRoNa,FALSE,,227,17,257,0,,Tanmay Joshi,ThatGuyRoNa,130,,,FALSE
Sun Apr 05 05:57:14 +0000 2020,,,,0,1246678263327535107,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona also affects your heart?? Wtf 🥺,1,https://twitter.com/GlamGodYankah/status/1246678263327535107,Thu Sep 15 03:43:43 +0000 2011,GlamGodYankah,FALSE,➕Proud BBW 💄 Makeup Addict & 🎥 Content Creator 🌟YT & IG: GlamGodYankah 🌟⬇️⬇️WATCH MY NEWEST VIDEO ⬇️⬇️,5409,724,605,0,,Yankah,GlamGodYankah,10729,,https://youtu.be/Gsary1H8PC8,FALSE
Wed Apr 08 19:45:13 +0000 2020,,,,2,1247973793265520644,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’m a size Stella Rosa Black or Corona Refrescas in case y’all need ideas for my Easter basket ☺️,0,https://twitter.com/mrtstrrs/status/1247973793265520644,Wed Jul 25 23:28:27 +0000 2018,mrtstrrs,FALSE,,3730,110,110,0,"Texas, USA",Mirtha,mrtstrrs,2015,,http://instagram.com/mrtatrrs_,FALSE
Mon Apr 13 09:03:47 +0000 2020,,,,13,1249624313281548291,,,,en,,,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Getting hotter and hotter. Summer is finally coming without any holiday to escape. Never mind. Just hoping this lethal heat in the subcontinent fucks corona up into oblivion even though there is no proof that it will. One can still hope. 🤞🏻,-1,https://twitter.com/ZedGrrdaisy/status/1249624313281548291,Thu Jul 15 11:13:27 +0000 2010,ZedGrrdaisy,FALSE,under the table and dreaming of the Kop,20908,6450,4121,32,,Zed,ZedGrrdaisy,47491,,https://www.instagram.com/zzggram,FALSE
Sat Apr 04 02:04:29 +0000 2020,,,,1,1246257301377421312,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Silly scientist, the cure to corona virus is just Vernors",0,https://twitter.com/liakos_justin/status/1246257301377421312,Tue Sep 13 02:00:58 +0000 2016,liakos_justin,FALSE,"Boil some Mountain Dew, it’s gonna be a long night|| ΔΣΦ",2575,154,237,0,Strickland Propane,Joostin Lake-os,liakos_justin,309,,,FALSE
Wed Apr 15 00:41:34 +0000 2020,,,,5,1250222701689614337,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hope y’all still rmbr God after this Corona shit...,1,https://twitter.com/tevi6alentino/status/1250222701689614337,Mon Mar 19 21:40:19 +0000 2018,tevi6alentino,FALSE,She say me a Crawsis🇯🇲,281,912,846,0,Jamaica,6LAKKA🩸,tevi6alentino,960,,,FALSE
Thu Apr 09 02:09:23 +0000 2020,,,,0,1248070474799747076,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Now that we've all been through corona virus veterans can go fuck themselves,1,https://twitter.com/airsoftbottom/status/1248070474799747076,Thu Feb 06 04:30:43 +0000 2020,airsoftbottom,FALSE,"Greetings true frends
I don't have schizophrenia",5146,232,259,1,,self-diagnosed schizophrenic,airsoftbottom,5000,,,FALSE
Fri Mar 27 20:12:23 +0000 2020,,,,1,1243631976164319238,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",In this lockdown just letting you know that nicotine withdrawal have same symptoms as corona,1,https://twitter.com/munna_badnaam/status/1243631976164319238,Fri Oct 04 05:17:46 +0000 2019,munna_badnaam,FALSE,Random Cool Quote,611,29,59,0,,💀,munna_badnaam,1197,,,FALSE
Sun Mar 22 20:35:55 +0000 2020,,,,4,1241825960820764672,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2020 was about to be my year and the corona virus took that away,1,https://twitter.com/miamargarita12/status/1241825960820764672,Mon Mar 30 01:10:08 +0000 2015,miamargarita12,FALSE,traveling | fitness | 🇩🇰🇺🇸,18027,663,464,3,dont trip,mama mia,miamargarita12,10351,,https://youtu.be/qbSVT9wrpoI,FALSE
Wed Apr 08 23:12:49 +0000 2020,,,,0,1248026036731891712,jive_king,1.25E+18,7.77E+17,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",fight the foe -corona virus,0,https://twitter.com/jive_king/status/1248026036731891712,Fri Sep 16 02:04:00 +0000 2016,jive_king,TRUE,,8320,56,166,4,,Jive Taw King,jive_king,53300,,,FALSE
Wed Apr 15 19:07:53 +0000 2020,ThisRepentanceCall,,,6,1250501114535071744,,,,en,,,5,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It is amazing right now in the world that the enemy of the LORD appears to be the apostate Church. For example. The LORD strikes the earth with Corona virus and some Church leaders join together to bind it.

#ThisRepentanceCall",1,https://twitter.com/njogu_benjamin/status/1250501114535071744,Sat Feb 21 06:22:48 +0000 2015,njogu_benjamin,FALSE,"|:| A Worshipper of JESUS CHRIST |:| Professional Photographer|:| 07017-757160
#ifb",3843,26419,25403,11,"Naivasha, Kenya",Benjamin Njogu,njogu_benjamin,9186,,,FALSE
Tue Apr 14 17:52:05 +0000 2020,,,,2,1250119651461419009,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona lashay davirus needs to hurry up nd be gone bc I’m spending unnecessary money 🤣🤣 fucking $200 on Amazon $90 ethika like shit I’m bored in the house in the house bored,0,https://twitter.com/snip_sniphoe/status/1250119651461419009,Sat Jan 24 14:30:47 +0000 2015,snip_sniphoe,FALSE,#E4k❤️ #E4R❤️ #E4J❤️ #E4JOURNEY❤️ DMV🦀 #longlivepoppop❤️🙏🏾,2014,467,891,4,,04/11 🥳,snip_sniphoe,11323,,https://soundcloud.com/prod-abstract/summer-sixteen-freestyle-rd,FALSE
Thu Apr 09 15:05:36 +0000 2020,,,,0,1248265815444594696,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The government says we’re in great shape with this corona stuff... My mother says otherwise. We better figure this thing out soon.,1,https://twitter.com/csouza88/status/1248265815444594696,Thu Jan 08 22:33:40 +0000 2015,csouza88,FALSE,Wake '20 | UHart lax ‘24,155,151,233,0,,Cam Souza,csouza88,75,,,FALSE
Fri Mar 27 13:35:25 +0000 2020,,,,0,1243532077565464582,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Corona have replaced life,1,https://twitter.com/yousupplythetru/status/1243532077565464582,Mon Nov 09 13:21:31 +0000 2015,yousupplythetru,FALSE,,43,18,116,0,,You Supply The Truck,yousupplythetru,430,,,FALSE
Wed Mar 25 01:39:31 +0000 2020,,,,0,1242627138190282752,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I ws sick as shit in Dec of last yr, w someone that really fucked me up for days. Couldn’t move, whole body ached, fever, cough, everything. Maybe I had corona virus, idk, we don’t even know who “patient zero” is yet. I see some IDIOTS “how history will judge us”.",1,https://twitter.com/_riovo/status/1242627138190282752,Fri Nov 08 15:07:47 +0000 2013,_riovo,FALSE,#Trump2020 #MAGA,21616,222,397,44,,Christopher Riovo,_riovo,3856,,,FALSE
Sat Apr 11 21:44:03 +0000 2020,,,,10,1249090863071776769,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nooo you can’t get Corona haha you’re too sexy aha,0,https://twitter.com/CiraDiaz/status/1249090863071776769,Sat Jul 31 19:00:16 +0000 2010,CiraDiaz,FALSE,cashapp: $ciradiaz,18493,621,817,0,Bay Area,*･˚̩͙·✶ᐝ* ✩‧₊˚,CiraDiaz,17707,,http://irldeadgirll.tumblr.com,FALSE
Fri Apr 10 15:56:38 +0000 2020,,,,1,1248641044138397697,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What if the asteroid actually hits earth but the govs are using the corona to keep us in our houses with our families but in reality we’re dead in like 4 days,0,https://twitter.com/RadRadshaw/status/1248641044138397697,Tue Jan 22 17:12:37 +0000 2019,RadRadshaw,FALSE,i eat the biggest piece of chicken on the table,472,424,160,0,Crack Rock Ave,brad,RadRadshaw,573,,,FALSE
Tue Mar 24 15:14:19 +0000 2020,GaveMyRoadDog9WasASweetDeal,,,0,1242469800552562688,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This Corona Shit Pushing My Mans Out The Door Count Down Is Livid Ha Ha #GaveMyRoadDog9WasASweetDeal,0,https://twitter.com/MaseratiRickey/status/1242469800552562688,Wed Mar 11 16:26:07 +0000 2020,MaseratiRickey,FALSE,Real Eyes Realize Real Lies ! 🤙🏾,88,4,58,0,WyteWorld West Baltimore Zone7,Really Rickey,MaseratiRickey,186,,,FALSE
Thu Mar 19 20:36:14 +0000 2020,,,,0,1240738876727201792,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This Online Class Shit Ain’t For Meeee 🙄🙄🙄 Corona Get Yo Ass On !,1,https://twitter.com/AAgnew03/status/1240738876727201792,Tue Jul 24 16:08:31 +0000 2018,AAgnew03,FALSE,Snapchat: Yanaaaluvsyou 🥰 | Instagram: a.agnew03 😚| 🅱️ig Money 🤑😻 |,1982,146,83,0,,Aiyanaaa 😻💋,AAgnew03,1346,,,FALSE
Thu Apr 09 14:56:54 +0000 2020,,,,13,1248263627087532032,,,,en,,,19,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","can corona be over, i just wanna get dressed up &amp; leave the house 😔",1,https://twitter.com/princessiizzyyy/status/1248263627087532032,Fri Apr 12 19:49:18 +0000 2019,princessiizzyyy,FALSE,👻/xo_izzyyy,3281,26,50,0,,izzy,princessiizzyyy,1842,,,FALSE
Sat Mar 21 19:47:45 +0000 2020,,,,0,1241451449701117952,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Best medicine for CORONA is prevention.
So follow prevention with Swaksha Bharat Abhiyan.",1,https://twitter.com/DKumarSharma1/status/1241451449701117952,Wed Mar 18 21:32:41 +0000 2020,DKumarSharma1,FALSE,I think from dawn to dusk for the betterment of our country and appreciate those who are trying hard for the same.,1,0,4,0,,D Kumar Sharma,DKumarSharma1,12,,,FALSE
Fri Apr 17 06:41:52 +0000 2020,,,,0,1251038150375272448,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wake me up when corona ends.,1,https://twitter.com/gabylgomez/status/1251038150375272448,Thu Jun 07 19:20:24 +0000 2012,gabylgomez,FALSE,tell your dog I said hi,24847,300,159,0,,Gabee🐝,gabylgomez,33104,,,FALSE
Sat Apr 11 12:01:03 +0000 2020,,,,0,1248944145973964803,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Told you don’t check it but u still did 😂, Bruv wha I think corona is my bsf. 😼🤝",-1,https://twitter.com/otxhose/status/1248944145973964803,Wed Mar 25 08:32:54 +0000 2020,otxhose,FALSE,add my lil snap 😔 https://t.co/WssBkwGiGZ,415,22,71,0,,hose🅿️,otxhose,355,,,FALSE
Sat Apr 11 22:54:20 +0000 2020,,,,2,1249108551131262978,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I want to pour my eyes out every time I think about how much I miss my cousins house. 
Fuck you corona.",1,https://twitter.com/LilyyMarilyn/status/1249108551131262978,Thu Sep 04 18:39:06 +0000 2014,LilyyMarilyn,FALSE,👻 Lilymarilyn,10000,221,147,1,,lilymarilyn,LilyyMarilyn,8969,,,FALSE
Tue Mar 31 08:11:55 +0000 2020,,,,1,1244900215909502977,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",the way my tax return is on hold rn because of corona... please make it make sense,1,https://twitter.com/sottgoIden/status/1244900215909502977,Wed Jun 08 02:19:41 +0000 2016,sottgoIden,FALSE,“i’m a dream!”,31266,1036,277,82,,makenna! 🐆,sottgoIden,25810,,http://hstyles.co.uk,FALSE
Fri Apr 17 19:32:02 +0000 2020,,,,0,1251231967879856138,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My nany passed away ... the corona virus got me all the way twisted rn ... &amp; Ion know how to deal with this anger,1,https://twitter.com/lipretty_/status/1251231967879856138,Mon Nov 09 19:09:40 +0000 2015,lipretty_,FALSE,DMs closed |,10630,2085,1645,3,LaLa Land,R A R E vibes ✨,lipretty_,39448,,https://youtu.be/w--HKgn4EJo,FALSE
Sat Apr 11 23:58:07 +0000 2020,,,,2,1249124600832802817,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","God! Over 20k Corona virus death in the US, may the souls of departed rest in peace amen",1,https://twitter.com/alkish1/status/1249124600832802817,Wed Jul 15 22:13:08 +0000 2009,alkish1,FALSE,Mother/Humanitarian/Fearless seed,3796,2203,989,16,Everywhere,aisha kishimi (Nadeem's mum),alkish1,29137,,http://www.reliefcareaid.org,FALSE
Wed Mar 25 14:04:36 +0000 2020,,,,2,1242814645573840897,,,,en,,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AIR &amp; are placed next to defence forces and IB while a number of  departments faced destruction in the era of globalisation and privatisation. While taking extreme care from Corona virus, we cannot forget our duties for AIR &amp; DD, the National &amp; Public Service Broadcaster of India",1,https://twitter.com/aadeeanil/status/1242814645573840897,Sun Jul 12 13:10:24 +0000 2009,aadeeanil,FALSE,"GS, Assocn of Akashvani & DD Engg Employees (AADEE) & Chairman, National Fed.of Akashvani& DD (National & Public Service Broadcaster of India) Employees (NFADE)",12,427,1814,3,New Delhi,Anilkumar S,aadeeanil,99,,http://www.aadee.org.in,FALSE
Wed Apr 01 18:33:10 +0000 2020,,,,2,1245418947480092675,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This corona shit gotta go away. I can’t stay in the crib this long,1,https://twitter.com/KylaOmarie/status/1245418947480092675,Sat Nov 02 14:49:48 +0000 2013,KylaOmarie,FALSE,,25083,401,164,0,,KYRI.,KylaOmarie,32281,,,FALSE
Mon Apr 06 08:08:52 +0000 2020,,,,55,1247073777281892353,,,,en,,,10,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Is it me alone who thinks of HIV when someone says virusi when talking about corona?,1,https://twitter.com/The_Kalebae/status/1247073777281892353,Sun Jun 28 05:10:31 +0000 2015,The_Kalebae,FALSE,"Arsenal Gooneret  #COYG👌
 Entrepreneur, Aspiring Auditor, F.A

 
#Top25CampusLadies2019

 📩+254706688833",22351,23383,7220,17,"Mombasa, kenya",HĒR LŌRDSHĪP,The_Kalebae,23681,,http://www.trendingnewswolrdwide.blogspot.com,FALSE
Sat Mar 28 17:31:11 +0000 2020,ammanjo Corona PanicBuying Amman,,,1,1243953795312295937,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please only buy what u need! It is against the law of God and nature for anyone to buy more food than they can consume and rest assured NO ONE IS GOING TO DIE OF HUNGER except maybe those living in poverty pockets. 2 #ammanjo #Corona #PanicBuying #Amman,1,https://twitter.com/MonaBadah/status/1243953795312295937,Wed Feb 23 04:01:53 +0000 2011,MonaBadah,FALSE,I declare this page to be a port of peace in some very stormy seas and invite those who wish to contribute peacefully to do so.,13598,31284,2884,170,"London, United Kingdom",Mony Al-Ali,MonaBadah,235599,,https://www.facebook.com/clair.lune.9,FALSE
Thu Apr 02 15:27:34 +0000 2020,,,,1,1245734627932807169,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Even after getting convinced that Corona Virus transcends all barriers known to law,some states in India are trying to build artificial barriers.God will knock down .",1,https://twitter.com/parames45549746/status/1245734627932807169,Mon Mar 30 06:18:41 +0000 2020,parames45549746,FALSE,"A true human.I consider all religions to be equal ,one supplementing the other, not supplanting .",16,28,270,0,,"P.Parameswaran Nair ,former ASG ,Kerala",parames45549746,74,,,FALSE
Thu Mar 26 14:54:17 +0000 2020,Corona Spain NewYork Covid19,,,62,1243189536433168384,,,,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Over 4,000 #Corona deaths in #Spain, about 300 in #NewYork #Covid19",1,https://twitter.com/behindwoods/status/1243189536433168384,Sat May 02 20:51:21 +0000 2009,behindwoods,FALSE,"Informing 7 Crore People. We're the most popular online media organization in TN, trusted for our highest standards of ethics and quality for the past 17 years.",5783,894789,1424,491,India,Behindwoods,behindwoods,163806,,http://www.behindwoods.com,FALSE
Tue Mar 31 19:24:02 +0000 2020,,,,0,1245069361313972224,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Will society be the same after the Corona Virus dies down?,1,https://twitter.com/HeyItsHunterT/status/1245069361313972224,Thu Feb 23 20:29:21 +0000 2012,HeyItsHunterT,FALSE,Reincarnation of Hunter S. Thompson #Blessed 01/19/12 @PhattNatt95 ♡ RIP Momma 10/3/78 - 2/27/17 ♡,6923,607,367,3,With the Best,Hunter,HeyItsHunterT,27334,,,FALSE
Mon Apr 13 14:37:08 +0000 2020,,,,1,1249708203631210496,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Corona.4/5.What is asymptomatic infection ?Difference between that and an infection , yet to show or an infection , tested+. The importance of quarantine or isolation .So what, you have some IQ.",1,https://twitter.com/daniel_sanubetu/status/1249708203631210496,Fri Dec 19 10:26:56 +0000 2014,daniel_sanubetu,FALSE,"Ex-Executive Director , Financial Institution                                            Love conversation 
Like poking politicians like Trump
Passion : Sports",12258,1444,4903,0,"Kolkata (Calcutta ) , India",ASM Daniel,daniel_sanubetu,15969,,,FALSE
Wed Apr 08 03:19:47 +0000 2020,,,,7,1247725802281750528,,,,en,,,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ok we tired of corona
NIGGAS JUST WAN’
GO OUTSIDE, FUCK!",1,https://twitter.com/ChrisCrackNDC/status/1247725802281750528,Sun Mar 25 21:37:12 +0000 2012,ChrisCrackNDC,FALSE,Fool’s Gold Records • https://t.co/XwXScCFBSR • “Bitch” is non binary,77429,3033,600,37,"Outwest, IL",Neal Riggers,ChrisCrackNDC,65555,,https://www.thanksuncletrill.com,FALSE
Thu Mar 26 03:21:42 +0000 2020,,,,2,1243015243615408134,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Damn near fed up with whats app. My mom cooked garlic and started walking the pan round the house to clear corona,0,https://twitter.com/Not_Shuush/status/1243015243615408134,Sun Dec 08 14:46:13 +0000 2019,Not_Shuush,FALSE,7”3 wit a connecting beard,1065,304,274,2,Tdot,BarackOFlocka,Not_Shuush,1616,,,FALSE
Wed Mar 25 23:46:34 +0000 2020,coronavirus,,,1,1242961100410220544,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Corona tried to run up but I ain’t want no smoke, next thing you know I got a whole sore throat🥺😖🙁 #coronavirus",1,https://twitter.com/jaklvnw/status/1242961100410220544,Thu Dec 20 12:47:41 +0000 2018,jaklvnw,FALSE,weirdo,6063,1284,761,0,Antarctica,🌬,jaklvnw,1169,,,FALSE
Wed Apr 15 12:56:08 +0000 2020,,,,0,1250407562077323265,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",There so many things in my wish list just waiting there to be added to my cart. This corona time makes me thinking twice before I buy stuff.,1,https://twitter.com/Iqa_AbKarim/status/1250407562077323265,Thu Aug 16 13:26:28 +0000 2012,Iqa_AbKarim,FALSE,I am smol but I always hungry yet I never finish my meals @amirulonly,11813,274,243,3,,just iqa,Iqa_AbKarim,11797,,http://Instagram.com/iqa_abkarim,FALSE
Thu Mar 26 19:03:23 +0000 2020,,,,1,1243252222714150914,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wow! A woman just shared that her hubby got a letter from the UK gov, opened the letter. They advised him he probably has corona virus bc of an underlying condition. She said her husband's been dead four years. Makes me wonder how many people are afraid from fake news.",1,https://twitter.com/aurora_arielle/status/1243252222714150914,Fri Oct 20 23:17:55 +0000 2017,aurora_arielle,FALSE,Writer | Artist | Painter | Designer | Friend | Daughter | Sister | Aunty | Granddaughter | Niece | Neighbor | Peer,197,55,0,0,I live where I reside,Aurora,aurora_arielle,5972,,https://www.poemsbynessameibelle.com/,FALSE
Wed Mar 25 20:48:32 +0000 2020,,,,0,1242916300059533312,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Corona Virus shit is real!! 
- Cardi B",1,https://twitter.com/Tino_0194/status/1242916300059533312,Thu Jun 28 16:19:11 +0000 2018,Tino_0194,FALSE,"I Can be an awesome dude sometimes!!
Snap:Tino119
MWA!!!!
love my wife 😍",616,39,288,0,"Oklahoma City, OK",Tino,Tino_0194,716,,,FALSE
Sun Apr 05 08:24:00 +0000 2020,,,,0,1246715198980816897,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Whenever I use 🤧 emoji on twitter...ppl understand that I'm emotional...
But when I used it while chatting with my friends they started saying Corona Corona😒🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",-1,https://twitter.com/Harshizzz19/status/1246715198980816897,Sat Dec 28 13:06:29 +0000 2019,Harshizzz19,FALSE,"MishBirwali💕
Chashmish👓",18993,152,70,0,India,Harshita❣️MishBirWali❣️,Harshizzz19,6568,,,FALSE
Fri Mar 20 17:19:45 +0000 2020,,,,0,1241051817703870471,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",oh fuck oh shit corona virus is gonna fuck me up and i'm too poor to buy tom nook deserted island getaway paaAAAAAA,0,https://twitter.com/TPO100Cofficial/status/1241051817703870471,Wed May 01 02:14:36 +0000 2019,TPO100Cofficial,FALSE,"Trial Version ( Your trial will end on the 25th of June )
akira | he, him | i make art/funnies | nsfw |
art: @TPO100Carting | parody: @voidBug_",2103,65,170,6,rock on a puddle of goo,Big Shakirbulose ( Free Trial Version ),TPO100Cofficial,3781,,https://sites.google.com/view/bollfox/home,FALSE
Wed Apr 01 07:46:21 +0000 2020,,,,2,1245256168873787399,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mane, the cops out patrolling like they gone arrest corona",0,https://twitter.com/thecrapricorn/status/1245256168873787399,Mon Nov 25 03:47:26 +0000 2019,thecrapricorn,FALSE,a six figure car aint got no business in this area,2691,31,101,0,"Jackson, MS",jess,thecrapricorn,324,,http://www.instagram.com/thecrapricorn,FALSE
Thu Apr 09 17:50:29 +0000 2020,,,,0,1248307308184158214,,,,en,,,4,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corona i hate you,1,https://twitter.com/rawnaqh/status/1248307308184158214,Sat Mar 19 10:19:32 +0000 2011,rawnaqh,FALSE,,1503,636,522,2,,Rawnaq AlHasawi,rawnaqh,12212,,,FALSE
Wed Mar 25 00:36:28 +0000 2020,,,,0,1242611270982995973,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","March Madness sponsored by Corona Virus!

Fuucccccckkkkkkk this shit!!",0,https://twitter.com/Trigga_TheTruth/status/1242611270982995973,Fri Dec 03 05:18:11 +0000 2010,Trigga_TheTruth,FALSE,"Loyalty “Never lie to someone who trust you, and never trust someone who lies to you.”",25732,653,488,3,,🤦🏾‍♂️💁🏾‍♂️,Trigga_TheTruth,140306,,,FALSE
Wed Mar 25 15:08:16 +0000 2020,,,,8,1242830668016553984,,,,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meanwhile on the Nextdoor app a woman in my neighborhood wants to know when the pool will be opened for the season. We are in the season of Corona, Karen. Walmart has blow-up pools. Enjoy one.",1,https://twitter.com/Shelltex/status/1242830668016553984,Tue Feb 24 20:53:10 +0000 2009,Shelltex,FALSE,"Writer, dust bunny advocate & defender of chocolate cake for breakfast. Gemini. Don't say I didn't warn you. She/Her",40545,1375,2550,83,"Austin, TX",Shelli Cornelison,Shelltex,16763,,https://shellicornelison.net/,FALSE
Sun Mar 22 08:54:05 +0000 2020,,,,0,1241649338453037056,,,,en,"Indian Trail, NC",,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Was just educated about a kobe conspiracy and Corona conspiracies. Head is spinning rn,-1,https://twitter.com/Keandre_B/status/1241649338453037056,Sat Dec 03 19:12:41 +0000 2011,Keandre_B,FALSE,"WV➡️NC
CANCER SURVIVOR💚
YouTube-Dre Strong",7326,432,468,1,"Indian Trail, NC",Dre,Keandre_B,33881,,,FALSE
Thu Apr 02 21:11:38 +0000 2020,CoronavirusLockdown corona,,,7,1245821213651296257,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","My male friends are turning to cook and getting their hands dirty in the kitchen with their mothers in this #CoronavirusLockdown. 

My years of persuasion, logical explanations and insult didn't work but #corona did!",1,https://twitter.com/SyedaZainabA/status/1245821213651296257,Sat Jul 17 09:49:45 +0000 2010,SyedaZainabA,FALSE,"Researcher @MSFTResearch, researching misinformation, social media, media culture, political behaviour... But first, coffee!",186,135,415,2,"Bengaluru, India",Zainab Akbar,SyedaZainabA,168,,,FALSE
