,Unnamed: 0,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
216265,2859600,,Fri Apr 10 15:56:38 +0000 2020,,,,1,1248641044138397697,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What if the asteroid actually hits earth but the govs are using the corona to keep us in our houses with our families but in reality we’re dead in like 4 days,https://twitter.com/RadRadshaw/status/1248641044138397697,Tue Jan 22 17:12:37 +0000 2019,RadRadshaw,False,i eat the biggest piece of chicken on the table,472.0,424.0,160.0,0.0,Crack Rock Ave,brad,RadRadshaw,573.0,,,False
50345,840011,,Tue Mar 24 15:14:19 +0000 2020,GaveMyRoadDog9WasASweetDeal,,,0,1242469800552562688,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This Corona Shit Pushing My Mans Out The Door Count Down Is Livid Ha Ha #GaveMyRoadDog9WasASweetDeal,https://twitter.com/MaseratiRickey/status/1242469800552562688,Wed Mar 11 16:26:07 +0000 2020,MaseratiRickey,False,Real Eyes Realize Real Lies ! 🤙🏾,88.0,4.0,58.0,0.0,WyteWorld West Baltimore Zone7,Really Rickey,MaseratiRickey,186.0,,,False
4697,92087,,Thu Mar 19 20:36:14 +0000 2020,,,,0,1240738876727201792,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This Online Class Shit Ain’t For Meeee 🙄🙄🙄 Corona Get Yo Ass On !,https://twitter.com/AAgnew03/status/1240738876727201792,Tue Jul 24 16:08:31 +0000 2018,AAgnew03,False,Snapchat: Yanaaaluvsyou 🥰 | Instagram: a.agnew03 😚| 🅱️ig Money 🤑😻 |,1982.0,146.0,83.0,0.0,,Aiyanaaa 😻💋,AAgnew03,1346.0,,,False
210077,2767321,,Thu Apr 09 14:56:54 +0000 2020,,,,13,1248263627087532032,,,,en,,,19.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","can corona be over, i just wanna get dressed up &amp; leave the house 😔",https://twitter.com/princessiizzyyy/status/1248263627087532032,Fri Apr 12 19:49:18 +0000 2019,princessiizzyyy,False,👻/xo_izzyyy,3281.0,26.0,50.0,0.0,,izzy,princessiizzyyy,1842.0,,,False
26429,453183,,Sat Mar 21 19:47:45 +0000 2020,,,,0,1241451449701117952,,,,en,,,0.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Best medicine for CORONA is prevention.
So follow prevention with Swaksha Bharat Abhiyan.",https://twitter.com/DKumarSharma1/status/1241451449701117952,Wed Mar 18 21:32:41 +0000 2020,DKumarSharma1,False,I think from dawn to dusk for the betterment of our country and appreciate those who are trying hard for the same.,1.0,0.0,4.0,0.0,,D Kumar Sharma,DKumarSharma1,12.0,,,False
282325,3812806,,Fri Apr 17 06:41:52 +0000 2020,,,,0,1251038150375272448,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wake me up when corona ends.,https://twitter.com/gabylgomez/status/1251038150375272448,Thu Jun 07 19:20:24 +0000 2012,gabylgomez,False,tell your dog I said hi,24847.0,300.0,159.0,0.0,,Gabee🐝,gabylgomez,33104.0,,,False
230175,3066246,,Sat Apr 11 12:01:03 +0000 2020,,,,0,1248944145973964803,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Told you don’t check it but u still did 😂, Bruv wha I think corona is my bsf. 😼🤝",https://twitter.com/otxhose/status/1248944145973964803,Wed Mar 25 08:32:54 +0000 2020,otxhose,False,add my lil snap 😔 https://t.co/WssBkwGiGZ,415.0,22.0,71.0,0.0,,hose🅿️,otxhose,355.0,,,False
292620,3911964,,Fri Apr 17 06:45:14 +0000 2020,,,,0,1251038996672765959,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ALL THIS FAKE PROPHETS THAT PREDICTED APRIL 16 AS END OF THE WORLD HOW FAR? UNA NO SEE CORONA VIRUS NA END OF THE WORLD UNA WAN PREDICT 😣 AFTER COVID-19 THEY WILL COME OUT AGAIN.,https://twitter.com/El_cherino/status/1251038996672765959,Wed Feb 05 06:58:35 +0000 2020,El_cherino,False,IGALA MAN- GGMU- #TeamYBNL #TeamBurnaBoy #KOGI #TeamWizKid #TeamLeo #ManchesterUnited I Rep Ma Hood. Branded by the Brother Hood.,,,,,,,,,,,
232536,3098962,,Sat Apr 11 22:54:20 +0000 2020,,,,2,1249108551131262978,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I want to pour my eyes out every time I think about how much I miss my cousins house. 
Fuck you corona.",https://twitter.com/LilyyMarilyn/status/1249108551131262978,Thu Sep 04 18:39:06 +0000 2014,LilyyMarilyn,False,👻 Lilymarilyn,10000.0,221.0,147.0,1.0,,lilymarilyn,LilyyMarilyn,8969.0,,,False
103709,1595939,,Tue Mar 31 08:11:55 +0000 2020,,,,1,1244900215909502977,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",the way my tax return is on hold rn because of corona... please make it make sense,https://twitter.com/sottgoIden/status/1244900215909502977,Wed Jun 08 02:19:41 +0000 2016,sottgoIden,False,“i’m a dream!”,31266.0,1036.0,277.0,82.0,,makenna! 🐆,sottgoIden,25810.0,,http://hstyles.co.uk,False
286695,3869164,,Fri Apr 17 19:32:02 +0000 2020,,,,0,1251231967879856138,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My nany passed away ... the corona virus got me all the way twisted rn ... &amp; Ion know how to deal with this anger,https://twitter.com/lipretty_/status/1251231967879856138,Mon Nov 09 19:09:40 +0000 2015,lipretty_,False,DMs closed |,10630.0,2085.0,1645.0,3.0,LaLa Land,R A R E vibes ✨,lipretty_,39448.0,,https://youtu.be/w--HKgn4EJo,False
226995,3020033,,Sat Apr 11 23:58:07 +0000 2020,,,,2,1249124600832802817,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","God! Over 20k Corona virus death in the US, may the souls of departed rest in peace amen",https://twitter.com/alkish1/status/1249124600832802817,Wed Jul 15 22:13:08 +0000 2009,alkish1,False,Mother/Humanitarian/Fearless seed,3796.0,2203.0,989.0,16.0,Everywhere,aisha kishimi (Nadeem's mum),alkish1,29137.0,,http://www.reliefcareaid.org,False
111100,1641123,,Wed Apr 01 14:31:05 +0000 2020,,,,0,1245358024816046081,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Is it my child that is the only boy child that don’t like to do his work. So intelligent but hates doing school work. I’m so ready for school to reopen. But safety first so let’s get over this corona,https://twitter.com/SexyThicksaucee/status/1245358024816046081,Mon Jun 22 05:30:11 +0000 2009,SexyThicksaucee,False,cool person love to lime talk have fun and love to laugh,,,,,,,,,,,
56921,940636,,Wed Mar 25 14:04:36 +0000 2020,,,,2,1242814645573840897,,,,en,,,2.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AIR &amp; are placed next to defence forces and IB while a number of  departments faced destruction in the era of globalisation and privatisation. While taking extreme care from Corona virus, we cannot forget our duties for AIR &amp; DD, the National &amp; Public Service Broadcaster of India",https://twitter.com/aadeeanil/status/1242814645573840897,Sun Jul 12 13:10:24 +0000 2009,aadeeanil,False,"GS, Assocn of Akashvani & DD Engg Employees (AADEE) & Chairman, National Fed.of Akashvani& DD (National & Public Service Broadcaster of India) Employees (NFADE)",12.0,427.0,1814.0,3.0,New Delhi,Anilkumar S,aadeeanil,99.0,,http://www.aadee.org.in,False
117309,1675833,,Wed Apr 01 18:33:10 +0000 2020,,,,2,1245418947480092675,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This corona shit gotta go away. I can’t stay in the crib this long,https://twitter.com/KylaOmarie/status/1245418947480092675,Sat Nov 02 14:49:48 +0000 2013,KylaOmarie,False,,25083.0,401.0,164.0,0.0,,KYRI.,KylaOmarie,32281.0,,,False
180912,2359380,,Mon Apr 06 08:08:52 +0000 2020,,,,55,1247073777281892353,,,,en,,,10.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Is it me alone who thinks of HIV when someone says virusi when talking about corona?,https://twitter.com/The_Kalebae/status/1247073777281892353,Sun Jun 28 05:10:31 +0000 2015,The_Kalebae,False,"Arsenal Gooneret  #COYG👌
 Entrepreneur, Aspiring Auditor, F.A

 
#Top25CampusLadies2019

 📩+254706688833",22351.0,23383.0,7220.0,17.0,"Mombasa, kenya",HĒR LŌRDSHĪP,The_Kalebae,23681.0,,http://www.trendingnewswolrdwide.blogspot.com,False
88423,1364807,,Sat Mar 28 17:31:11 +0000 2020,ammanjo Corona PanicBuying Amman,,,1,1243953795312295937,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please only buy what u need! It is against the law of God and nature for anyone to buy more food than they can consume and rest assured NO ONE IS GOING TO DIE OF HUNGER except maybe those living in poverty pockets. 2 #ammanjo #Corona #PanicBuying #Amman,https://twitter.com/MonaBadah/status/1243953795312295937,Wed Feb 23 04:01:53 +0000 2011,MonaBadah,False,I declare this page to be a port of peace in some very stormy seas and invite those who wish to contribute peacefully to do so.,13598.0,31284.0,2884.0,170.0,"London, United Kingdom",Mony Al-Ali,MonaBadah,235599.0,,https://www.facebook.com/clair.lune.9,False
138484,1773474,,Thu Apr 02 15:27:34 +0000 2020,,,,1,1245734627932807169,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Even after getting convinced that Corona Virus transcends all barriers known to law,some states in India are trying to build artificial barriers.God will knock down .",https://twitter.com/parames45549746/status/1245734627932807169,Mon Mar 30 06:18:41 +0000 2020,parames45549746,False,"A true human.I consider all religions to be equal ,one supplementing the other, not supplanting .",16.0,28.0,270.0,0.0,,"P.Parameswaran Nair ,former ASG ,Kerala",parames45549746,74.0,,,False
69483,1117217,,Thu Mar 26 14:54:17 +0000 2020,Corona Spain NewYork Covid19,,,62,1243189536433168384,,,,en,,,1.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Over 4,000 #Corona deaths in #Spain, about 300 in #NewYork #Covid19",https://twitter.com/behindwoods/status/1243189536433168384,Sat May 02 20:51:21 +0000 2009,behindwoods,False,"Informing 7 Crore People. We're the most popular online media organization in TN, trusted for our highest standards of ethics and quality for the past 17 years.",5783.0,894789.0,1424.0,491.0,India,Behindwoods,behindwoods,163806.0,,http://www.behindwoods.com,False
123515,1677677,,Wed Apr 01 11:28:51 +0000 2020,,,,1,1245312165998886915,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thanks to Nizamuddin coz finally Bhakts have found a color for the Corona Virus.Btw let me clear it's not a Corona virus it's a Corona Jihad.,https://twitter.com/EjazHassankhan/status/1245312165998886915,Tue Oct 11 18:52:09 +0000 2011,EjazHassankhan,False,MEDIA PROFESSIONAL,,,,,,,,,,,
96732,1491974,,Tue Mar 31 19:24:02 +0000 2020,,,,0,1245069361313972224,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Will society be the same after the Corona Virus dies down?,https://twitter.com/HeyItsHunterT/status/1245069361313972224,Thu Feb 23 20:29:21 +0000 2012,HeyItsHunterT,False,Reincarnation of Hunter S. Thompson #Blessed 01/19/12 @PhattNatt95 ♡ RIP Momma 10/3/78 - 2/27/17 ♡,6923.0,607.0,367.0,3.0,With the Best,Hunter,HeyItsHunterT,27334.0,,,False
245935,3294826,,Mon Apr 13 14:37:08 +0000 2020,,,,1,1249708203631210496,,,,en,,,0.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Corona.4/5.What is asymptomatic infection ?Difference between that and an infection , yet to show or an infection , tested+. The importance of quarantine or isolation .So what, you have some IQ.",https://twitter.com/daniel_sanubetu/status/1249708203631210496,Fri Dec 19 10:26:56 +0000 2014,daniel_sanubetu,False,"Ex-Executive Director , Financial Institution                                            Love conversation 
Like poking politicians like Trump
Passion : Sports",12258.0,1444.0,4903.0,0.0,"Kolkata (Calcutta ) , India",ASM Daniel,daniel_sanubetu,15969.0,,,False
189410,2477931,,Wed Apr 08 03:19:47 +0000 2020,,,,7,1247725802281750528,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ok we tired of corona
NIGGAS JUST WAN’
GO OUTSIDE, FUCK!",https://twitter.com/ChrisCrackNDC/status/1247725802281750528,Sun Mar 25 21:37:12 +0000 2012,ChrisCrackNDC,False,Fool’s Gold Records • https://t.co/XwXScCFBSR • “Bitch” is non binary,77429.0,3033.0,600.0,37.0,"Outwest, IL",Neal Riggers,ChrisCrackNDC,65555.0,,https://www.thanksuncletrill.com,False
63079,1027560,,Thu Mar 26 03:21:42 +0000 2020,,,,2,1243015243615408134,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Damn near fed up with whats app. My mom cooked garlic and started walking the pan round the house to clear corona,https://twitter.com/Not_Shuush/status/1243015243615408134,Sun Dec 08 14:46:13 +0000 2019,Not_Shuush,False,7”3 wit a connecting beard,1065.0,304.0,274.0,2.0,Tdot,BarackOFlocka,Not_Shuush,1616.0,,,False
110352,1641123,,Wed Apr 01 14:31:05 +0000 2020,,,,0,1245358024816046081,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Is it my child that is the only boy child that don’t like to do his work. So intelligent but hates doing school work. I’m so ready for school to reopen. But safety first so let’s get over this corona,https://twitter.com/SexyThicksaucee/status/1245358024816046081,Mon Jun 22 05:30:11 +0000 2009,SexyThicksaucee,False,cool person love to lime talk have fun and love to laugh,,,,,,,,,,,
60943,997324,,Wed Mar 25 23:46:34 +0000 2020,coronavirus,,,1,1242961100410220544,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Corona tried to run up but I ain’t want no smoke, next thing you know I got a whole sore throat🥺😖🙁 #coronavirus",https://twitter.com/jaklvnw/status/1242961100410220544,Thu Dec 20 12:47:41 +0000 2018,jaklvnw,False,weirdo,6063.0,1284.0,761.0,0.0,Antarctica,🌬,jaklvnw,1169.0,,,False
265547,3582110,,Wed Apr 15 12:56:08 +0000 2020,,,,0,1250407562077323265,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",There so many things in my wish list just waiting there to be added to my cart. This corona time makes me thinking twice before I buy stuff.,https://twitter.com/Iqa_AbKarim/status/1250407562077323265,Thu Aug 16 13:26:28 +0000 2012,Iqa_AbKarim,False,I am smol but I always hungry yet I never finish my meals @amirulonly,11813.0,274.0,243.0,3.0,,just iqa,Iqa_AbKarim,11797.0,,http://Instagram.com/iqa_abkarim,False
73147,1167254,,Thu Mar 26 19:03:23 +0000 2020,,,,1,1243252222714150914,,,,en,,,0.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wow! A woman just shared that her hubby got a letter from the UK gov, opened the letter. They advised him he probably has corona virus bc of an underlying condition. She said her husband's been dead four years. Makes me wonder how many people are afraid from fake news.",https://twitter.com/aurora_arielle/status/1243252222714150914,Fri Oct 20 23:17:55 +0000 2017,aurora_arielle,False,Writer | Artist | Painter | Designer | Friend | Daughter | Sister | Aunty | Granddaughter | Niece | Neighbor | Peer,197.0,55.0,0.0,0.0,I live where I reside,Aurora,aurora_arielle,5972.0,,https://www.poemsbynessameibelle.com/,False
59192,972513,,Wed Mar 25 20:48:32 +0000 2020,,,,0,1242916300059533312,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Corona Virus shit is real!! 
- Cardi B",https://twitter.com/Tino_0194/status/1242916300059533312,Thu Jun 28 16:19:11 +0000 2018,Tino_0194,False,"I Can be an awesome dude sometimes!!
Snap:Tino119
MWA!!!!
love my wife 😍",616.0,39.0,288.0,0.0,"Oklahoma City, OK",Tino,Tino_0194,716.0,,,False
172877,2235622,,Sun Apr 05 08:24:00 +0000 2020,,,,0,1246715198980816897,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Whenever I use 🤧 emoji on twitter...ppl understand that I'm emotional...
But when I used it while chatting with my friends they started saying Corona Corona😒🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",https://twitter.com/Harshizzz19/status/1246715198980816897,Sat Dec 28 13:06:29 +0000 2019,Harshizzz19,False,"MishBirwali💕
Chashmish👓",18993.0,152.0,70.0,0.0,India,Harshita❣️MishBirWali❣️,Harshizzz19,6568.0,,,False
20747,369694,,Fri Mar 20 17:19:45 +0000 2020,,,,0,1241051817703870471,,,,en,,,0.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",oh fuck oh shit corona virus is gonna fuck me up and i'm too poor to buy tom nook deserted island getaway paaAAAAAA,https://twitter.com/TPO100Cofficial/status/1241051817703870471,Wed May 01 02:14:36 +0000 2019,TPO100Cofficial,False,"Trial Version ( Your trial will end on the 25th of June )
akira | he, him | i make art/funnies | nsfw |
art: @TPO100Carting | parody: @voidBug_",2103.0,65.0,170.0,6.0,rock on a puddle of goo,Big Shakirbulose ( Free Trial Version ),TPO100Cofficial,3781.0,,https://sites.google.com/view/bollfox/home,False
105283,1616365,,Wed Apr 01 07:46:21 +0000 2020,,,,2,1245256168873787399,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mane, the cops out patrolling like they gone arrest corona",https://twitter.com/thecrapricorn/status/1245256168873787399,Mon Nov 25 03:47:26 +0000 2019,thecrapricorn,False,a six figure car aint got no business in this area,2691.0,31.0,101.0,0.0,"Jackson, MS",jess,thecrapricorn,324.0,,http://www.instagram.com/thecrapricorn,False
206694,2719421,,Thu Apr 09 17:50:29 +0000 2020,,,,0,1248307308184158214,,,,en,,,4.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corona i hate you,https://twitter.com/rawnaqh/status/1248307308184158214,Sat Mar 19 10:19:32 +0000 2011,rawnaqh,False,,1503.0,636.0,522.0,2.0,,Rawnaq AlHasawi,rawnaqh,12212.0,,,False
50431,841154,,Wed Mar 25 00:36:28 +0000 2020,,,,0,1242611270982995973,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","March Madness sponsored by Corona Virus!

Fuucccccckkkkkkk this shit!!",https://twitter.com/Trigga_TheTruth/status/1242611270982995973,Fri Dec 03 05:18:11 +0000 2010,Trigga_TheTruth,False,"Loyalty “Never lie to someone who trust you, and never trust someone who lies to you.”",25732.0,653.0,488.0,3.0,,🤦🏾‍♂️💁🏾‍♂️,Trigga_TheTruth,140306.0,,,False
57626,950540,,Wed Mar 25 15:08:16 +0000 2020,,,,8,1242830668016553984,,,,en,,,0.0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meanwhile on the Nextdoor app a woman in my neighborhood wants to know when the pool will be opened for the season. We are in the season of Corona, Karen. Walmart has blow-up pools. Enjoy one.",https://twitter.com/Shelltex/status/1242830668016553984,Tue Feb 24 20:53:10 +0000 2009,Shelltex,False,"Writer, dust bunny advocate & defender of chocolate cake for breakfast. Gemini. Don't say I didn't warn you. She/Her",40545.0,1375.0,2550.0,83.0,"Austin, TX",Shelli Cornelison,Shelltex,16763.0,,https://shellicornelison.net/,False
38275,644389,,Sun Mar 22 08:54:05 +0000 2020,,,,0,1241649338453037056,,,,en,"Indian Trail, NC",,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Was just educated about a kobe conspiracy and Corona conspiracies. Head is spinning rn,https://twitter.com/Keandre_B/status/1241649338453037056,Sat Dec 03 19:12:41 +0000 2011,Keandre_B,False,"WV➡️NC
CANCER SURVIVOR💚
YouTube-Dre Strong",7326.0,432.0,468.0,1.0,"Indian Trail, NC",Dre,Keandre_B,33881.0,,,False
173775,2249026,,Mon Apr 06 02:35:11 +0000 2020,कोरोना_हराओ_देश_बचाओ,,,1,1246989800680218625,,,,en,,,1.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","One should strictly follow the Lockdown guidelines issued by the Government in the Nation's interest. These are in favor of us and in favor of mankind. As till date, no treatment is available for Corona. #कोरोना_हराओ_देश_बचाओ",https://twitter.com/vivekshukla1183/status/1246989800680218625,Mon May 15 12:54:02 +0000 2017,vivekshukla1183,False,"Businessman, social activist, राष्ट्रभक्त 💞
गर्व है कि मैं हिन्दू हूँ💪
चमचे aur आसमानी किताब वाले 🐷दूर रहें 💥",59094.0,3253.0,4091.0,3.0,"Ghaziabad, India",विवेक कुमार शुक्ला 💯% follow🔙,vivekshukla1183,92046.0,,,False
142971,1828601,,Thu Apr 02 21:11:38 +0000 2020,CoronavirusLockdown corona,,,7,1245821213651296257,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","My male friends are turning to cook and getting their hands dirty in the kitchen with their mothers in this #CoronavirusLockdown. 

My years of persuasion, logical explanations and insult didn't work but #corona did!",https://twitter.com/SyedaZainabA/status/1245821213651296257,Sat Jul 17 09:49:45 +0000 2010,SyedaZainabA,False,"Researcher @MSFTResearch, researching misinformation, social media, media culture, political behaviour... But first, coffee!",186.0,135.0,415.0,2.0,"Bengaluru, India",Zainab Akbar,SyedaZainabA,168.0,,,False
173362,2242973,,Sun Apr 05 10:36:37 +0000 2020,,,,0,1246748570260312064,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",when will this mf corona outbreak end???????😩😩😩,https://twitter.com/hayiscream/status/1246748570260312064,Fri Aug 03 02:24:19 +0000 2018,hayiscream,False,what are you waiting for?,13109.0,428.0,550.0,3.0,옹에,𝒂𝒕𝒊𝒌𝒂,hayiscream,21907.0,,,False
230238,3067072,,Sat Apr 11 23:52:12 +0000 2020,,,,5,1249123114551820288,_Ta3iig_,1.2491221951394202e+18,1.1686244091895398e+18,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Not really making some kind of accusatory point here, but it would be useful to understand why this is. 

The Norwegians instigated very similar physical distancing measures on March 12, the day of their first Corona death, one day after Ireland’s first death. But v diff outcomes",https://twitter.com/_Ta3iig_/status/1249123114551820288,Mon Sep 02 20:39:15 +0000 2019,_Ta3iig_,False,horses.,13093.0,299.0,575.0,1.0,,Tadhg Deasy Webb,_Ta3iig_,1486.0,,http://www.instagram.com/tadhg_d_w,False
189829,2483327,,Tue Apr 07 19:04:27 +0000 2020,,,,1,1247601148787376129,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Definitely après Corona,
I’m having a baby.. 
So all aunties, 
I’m letting y’all know now. 
Be ready for baby shower and gifts. 
The $$$ spread must be ostentatious",https://twitter.com/NatAshima/status/1247601148787376129,Fri Apr 24 13:30:51 +0000 2009,NatAshima,False,Avid Traveler.... Making Things Happen #Team237 #ashimawanders,2475.0,397.0,348.0,2.0,Cameroon,NatAshima,NatAshima,27823.0,,http://www.ashimawanders.com,False
200697,2632824,,Wed Apr 08 22:10:34 +0000 2020,,,,0,1248010371417292800,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My grandma’s new logic: don’t turn on the AC you’ll get corona,https://twitter.com/nolakh2/status/1248010371417292800,Mon May 20 03:30:31 +0000 2019,nolakh2,False,I know who I can trust and who I need to keep a distance with #MBS,319.0,25.0,188.0,0.0,,M,nolakh2,303.0,,https://curiouscat.me/nolakh2,False
147696,1887679,,Fri Apr 03 20:22:22 +0000 2020,,,,0,1246171206367076352,,,,en,,,0.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","(1)Whose duty to ask the government. People? No! This is MEDIA. But Media is now silent.
They don't ask government, 
how many ventilator in our country, How many PPEs, what is the planing for corona virus pendamic, when we are going to test faster, how many testing facility..",https://twitter.com/SadafSiddiquee/status/1246171206367076352,Wed Jul 18 12:13:33 +0000 2018,SadafSiddiquee,False,"अपनी हस्ती ही से हो, जो कुछ हो ‌।
आ गही गर नहीं, गफलत ही सही । (ग़ालिब)
proud to be a Jamian (JMI)",1329.0,44.0,235.0,0.0,"Delhi, India",Azad Sadaf Gandhi,SadafSiddiquee,452.0,,,False
47265,792426,,Mon Mar 23 17:36:46 +0000 2020,,,,0,1242143265232752647,herzog_bridget,1.2410659329587077e+18,894567330.0,en,,,0.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Update: Corona you are welcomed into my body,https://twitter.com/herzog_bridget/status/1242143265232752647,Sun Oct 21 03:59:09 +0000 2012,herzog_bridget,False,yo honestly what is freakin up #ProjectLG,5939.0,400.0,434.0,0.0,,Bridge,herzog_bridget,15799.0,,,False
190323,2489621,,Tue Apr 07 07:51:45 +0000 2020,corona coronavirus COVID19 COVID2019 CoronavirusOutbreak coronavirusupdates StayAwareStaySafe,,,0,1247431857073008640,,,,en,,,0.0,,,"<a href=""https://mustaballer.github.io/#projects"" rel=""nofollow"">AnimeTwitBot</a>","#corona #coronavirus #COVID19 #COVID2019 #CoronavirusOutbreak #coronavirusupdates #StayAwareStaySafe 
𝐂𝐨𝐫𝐨𝐧𝐚𝐯𝐢𝐫𝐮𝐬 𝐜𝐚𝐬𝐞𝐬: 1349605
𝐃𝐞𝐚𝐭𝐡𝐬: 74811 ( 5.5% 𝚘𝚏 𝚝𝚘𝚝𝚊𝚕 )
𝐑𝐞𝐜𝐨𝐯𝐞𝐫𝐞𝐝: 286662 ( 21.2% 𝚘𝚏 𝚝𝚘𝚝𝚊𝚕 )",https://twitter.com/LiveCoronaCount/status/1247431857073008640,Mon Mar 23 21:31:37 +0000 2020,LiveCoronaCount,False,"Live tweets of updated total COVID19 cases, deaths, and recoveries every 30 mins. Connected to https://t.co/XmYqcFcEtM.",11.0,14.0,5.0,2.0,,Live Corona-Case Count,LiveCoronaCount,727.0,,,False
